ANMOIS;LSN_SEG;LSN_FSC;LSN_1;LSN_2;LSN_2_CONT;LSN_PEQ;LSN_PEQKT;LSN_PAX;LSN_PKT;LSN_FRP;LSN_TKT;LSN_DRT
201701;INTL;MET_INTL;MÉTROPOLE;AFGHANISTAN;ASIE;7420;40396458,62;0;0;742;4039645,862;10
201701;INTL;MET_INTL;MÉTROPOLE;AFRIQUE DU SUD;AFRIQUE;39285;344200445,74;33890;297389858;539,5;4681058,774;92
201701;INTL;MET_INTL;MÉTROPOLE;AFRIQUE_AUTRE;AFRIQUE;20447;104386171,28;14461;73714422;598,6;3067174,928;187
201701;INTL;MET_INTL;MÉTROPOLE;ALGÉRIE;AFRIQUE;354311;439469080,89;338760;418722142;1555;2074693,889;3238
201701;INTL;MET_INTL;MÉTROPOLE;ALLEMAGNE;EUROPE;832258;562847100,45;572450;392094725;25980,8;17075237,545;8362
201701;INTL;MET_INTL;MÉTROPOLE;AMÉRIQUE_AUTRE;AMÉRIQUE;4709;43916212,74;3811;34167873;89,8;974833,974;54
201701;INTL;MET_INTL;MÉTROPOLE;ANGOLA;AFRIQUE;5591;36482885,14;4642;30293692;94,9;618919,314;25
201701;INTL;MET_INTL;MÉTROPOLE;ARABIE SAOUDITE;ASIE;41452;188305647,4;25752;117032896;1570;7127275,14;186
201701;INTL;MET_INTL;MÉTROPOLE;ARGENTINE;AMÉRIQUE;18823;209186333,41;15080;167584040;374,3;4160229,341;62
201701;INTL;MET_INTL;MÉTROPOLE;ASIE_AUTRE;ASIE;1641;6426217,56;35;213552;160,6;621266,556;12
201701;INTL;MET_INTL;MÉTROPOLE;AUTRICHE;EUROPE;79953;79902136,56;69945;69527048;1000,8;1037508,856;846
201701;INTL;MET_INTL;MÉTROPOLE;BAHREÏN;ASIE;7756;36474938,82;5309;25626543;244,7;1084839,582;65
201701;INTL;MET_INTL;MÉTROPOLE;BELGIQUE;EUROPE;161305;107706532,86;132519;92265920;2878,6;1544061,286;2110
201701;INTL;MET_INTL;MÉTROPOLE;BENIN;AFRIQUE;9490;45056031,04;8204;38952572;128,6;610345,904;39
201701;INTL;MET_INTL;MÉTROPOLE;BRÉSIL;AMÉRIQUE;98803;924123723,25;71228;665637325;2757,5;25848639,825;230
201701;INTL;MET_INTL;MÉTROPOLE;BULGARIE;EUROPE;10881;18512565,28;10536;17906078;34,5;60648,728;100
201701;INTL;MET_INTL;MÉTROPOLE;BURKINA FASO;AFRIQUE;10337;42245539,98;7530;30857850;280,7;1138768,998;53
201701;INTL;MET_INTL;MÉTROPOLE;CAMEROUN;AFRIQUE;24935;126679001,14;19038;96708398;589,7;2997060,314;116
201701;INTL;MET_INTL;MÉTROPOLE;CANADA;AMÉRIQUE;152925;885710337,85;116856;677115050;3606,9;20859528,785;423
201701;INTL;MET_INTL;MÉTROPOLE;CAP VERT;AFRIQUE;13917;59699324,11;13246;56916985;67,1;278233,911;130
201701;INTL;MET_INTL;MÉTROPOLE;CHILI;AMÉRIQUE;25050;292730209,9;22393;261684598;265,7;3104561,19;62
201701;INTL;MET_INTL;MÉTROPOLE;CHINE;ASIE;256322;2287027693,58;145582;1297387526;11073,9;98964016,758;711
201701;INTL;MET_INTL;MÉTROPOLE;COLOMBIE;AMÉRIQUE;16635;143973578,2;13948;120718978;268,7;2325460,02;56
201701;INTL;MET_INTL;MÉTROPOLE;CONGO-BRAZZAVILLE (RÉP.);AFRIQUE;13988;84736421,25;11299;68447836;268,9;1628858,525;90
201701;INTL;MET_INTL;MÉTROPOLE;CORÉE DU SUD;ASIE;92131;823097860,22;52244;466904684;3988,7;35619317,622;198
201701;INTL;MET_INTL;MÉTROPOLE;COSTA RICA;AMÉRIQUE;7581;67811508,3;7283;65146435;29,8;266507,33;17
201701;INTL;MET_INTL;MÉTROPOLE;"CÔTE D'IVOIRE";AFRIQUE;35557;174216106,87;28340;138891256;721,7;3532485,087;170
201701;INTL;MET_INTL;MÉTROPOLE;CROATIE;EUROPE;13566;14763978,6;11857;12917427;170,9;184655,16;139
201701;INTL;MET_INTL;MÉTROPOLE;CUBA;AMÉRIQUE;61288;473574335,48;58768;454191466;252;1938286,948;214
201701;INTL;MET_INTL;MÉTROPOLE;DANEMARK;EUROPE;102759;108005609,06;92085;97275676;1067,4;1072993,306;841
201701;INTL;MET_INTL;MÉTROPOLE;DOMINICAINE (RÉP.);AMÉRIQUE;68306;485160185,32;61002;433000285;730,4;5215990,032;206
201701;INTL;MET_INTL;MÉTROPOLE;EGYPTE;AFRIQUE;49607;159434587,59;28905;92906787;2070,2;6652780,059;158
