ANMOIS;LSN_SEG;LSN_FSC;LSN_1;LSN_2;LSN_2_CONT;LSN_PEQ;LSN_PEQKT;LSN_PAX;LSN_PKT;LSN_FRP;LSN_TKT;LSN_DRT
199201;INTL;MET_INTL;MÉTROPOLE;AFRIQUE DU SUD;AFRIQUE;11528;100913380,62;6185;54251964;534,3;4666141,662;52
199201;INTL;MET_INTL;MÉTROPOLE;AFRIQUE_AUTRE;AFRIQUE;67790;373870636,19;41468;232097204;2632,2;14177343,219;803
199201;INTL;MET_INTL;MÉTROPOLE;ALGÉRIE;AFRIQUE;130337;155371046,92;123644;146852360;669,3;851868,692;946
199201;INTL;MET_INTL;MÉTROPOLE;ALLEMAGNE;EUROPE;215742;122786961,34;189033;107338472;2670,9;1544848,934;5860
199201;INTL;MET_INTL;MÉTROPOLE;AMÉRIQUE_AUTRE;AMÉRIQUE;18907;174989357,76;12539;107285257;636,8;6770410,076;114
199201;INTL;MET_INTL;MÉTROPOLE;ARABIE SAOUDITE;ASIE;19693;89860648,1;7628;34721667;1206,5;5513898,11;156
199201;INTL;MET_INTL;MÉTROPOLE;ARGENTINE;AMÉRIQUE;10053;111699462,5;5990;66566870;406,3;4513259,25;70
199201;INTL;MET_INTL;MÉTROPOLE;ASIE_AUTRE;ASIE;27104;208940403,55;16611;123665766;1049,3;8527463,755;312
199201;INTL;MET_INTL;MÉTROPOLE;AUTRICHE;EUROPE;22781;22949183,76;21812;21954630;96,9;99455,376;455
199201;INTL;MET_INTL;MÉTROPOLE;BELGIQUE;EUROPE;45972;20783623,94;40000;18175567;597,1;260805,694;1835
199201;INTL;MET_INTL;MÉTROPOLE;BRÉSIL;AMÉRIQUE;25448;231506135,28;15793;142968809;965,4;8853732,628;247
199201;INTL;MET_INTL;MÉTROPOLE;BURKINA FASO;AFRIQUE;8840;34070711,9;2417;9813730;642,3;2425698,19;72
199201;INTL;MET_INTL;MÉTROPOLE;CAMEROUN;AFRIQUE;14254;71542986,96;7779;39003215;647,5;3253977,196;71
199201;INTL;MET_INTL;MÉTROPOLE;CANADA;AMÉRIQUE;62580;358665415,11;30073;171783970;3250,7;18688144,511;324
199201;INTL;MET_INTL;MÉTROPOLE;CHINE;ASIE;14580;124542622,26;7289;60783310;729,1;6375931,226;53
199201;INTL;MET_INTL;MÉTROPOLE;COLOMBIE;AMÉRIQUE;12258;105954321,64;3481;30040495;877,7;7591382,664;67
199201;INTL;MET_INTL;MÉTROPOLE;CORÉE DU SUD;ASIE;20389;182369497,15;13357;119478365;703,2;6289113,215;57
199201;INTL;MET_INTL;MÉTROPOLE;"CÔTE D'IVOIRE";AFRIQUE;22028;105840746,6;12987;62862627;904,1;4297811,96;198
199201;INTL;MET_INTL;MÉTROPOLE;DANEMARK;EUROPE;28054;29153991,65;24161;25278614;389,3;387537,765;481
199201;INTL;MET_INTL;MÉTROPOLE;EGYPTE;AFRIQUE;52283;169178431,76;40744;132228254;1153,8;3695017,776;345
199201;INTL;MET_INTL;MÉTROPOLE;EMIRATS ARABES UNIS;ASIE;12308;64468724,57;3557;18653102;875,1;4581562,257;231
199201;INTL;MET_INTL;MÉTROPOLE;ESPAGNE;EUROPE;154768;191950431,31;145324;182617343;944,4;933308,831;2542
199201;INTL;MET_INTL;MÉTROPOLE;ETATS-UNIS;AMÉRIQUE;335022;2230752580;215084;1422313557;11993,8;80843902,3;2049
199201;INTL;MET_INTL;MÉTROPOLE;EUROPE_AUTRE;EUROPE;18160;36597521,25;15985;31707980;217,5;488954,125;270
199201;INTL;MET_INTL;MÉTROPOLE;FINLANDE;EUROPE;12765;24813942,92;11539;22489766;122,6;232417,692;177
199201;INTL;MET_INTL;MÉTROPOLE;GABON;AFRIQUE;13154;70746270,65;6595;35423514;655,9;3532275,665;81
199201;INTL;MET_INTL;MÉTROPOLE;GRÈCE;EUROPE;24048;49841998;19426;40220061;462,2;962193,7;199
199201;INTL;MET_INTL;MÉTROPOLE;HONG KONG (CHINE);ASIE;27855;267439757,13;11073;106300800;1678,2;16113895,713;141
199201;INTL;MET_INTL;MÉTROPOLE;HONGRIE;EUROPE;5204;6502643,68;4849;6058849;35,5;44379,468;83
199201;INTL;MET_INTL;MÉTROPOLE;INDE;ASIE;27683;189955258,75;12033;81978085;1565;10797717,375;163
199201;INTL;MET_INTL;MÉTROPOLE;IRAN;ASIE;6779;28472496,5;4071;17093379;270,8;1137911,75;38
199201;INTL;MET_INTL;MÉTROPOLE;IRLANDE;EUROPE;15465;12215577,93;13180;10381257;228,5;183432,093;338
199201;INTL;MET_INTL;MÉTROPOLE;ISRAËL;ASIE;38916;127418319,53;32379;105934373;653,7;2148394,653;251
199201;INTL;MET_INTL;MÉTROPOLE;ITALIE;EUROPE;239798;203207722,64;222393;188062819;1740,5;1514490,364;3697
199201;INTL;MET_INTL;MÉTROPOLE;JAPON;ASIE;74368;721944918,87;46825;454612469;2754,3;26733244,987;305
199201;INTL;MET_INTL;MÉTROPOLE;JORDANIE;ASIE;5226;17585624,6;3426;11528490;180;605713,46;45
199201;INTL;MET_INTL;MÉTROPOLE;KENYA;AFRIQUE;28842;187164565,72;15666;102168236;1317,6;8499632,972;163
