ANMOIS;LSN_SEG;LSN_FSC;LSN_1;LSN_2;LSN_2_CONT;LSN_PEQ;LSN_PEQKT;LSN_PAX;LSN_PKT;LSN_FRP;LSN_TKT;LSN_DRT
199501;INTL;MET_INTL;MÉTROPOLE;AFRIQUE DU SUD;AFRIQUE;17270;152409457,69;7121;63000764;1014,9;8940869,369;79
199501;INTL;MET_INTL;MÉTROPOLE;AFRIQUE_AUTRE;AFRIQUE;49598;279764700,45;26354;146240538;2324,3;13352416,245;537
199501;INTL;MET_INTL;MÉTROPOLE;ALGÉRIE;AFRIQUE;91953;113555300,53;80590;96809820;1136,3;1674548,053;621
199501;INTL;MET_INTL;MÉTROPOLE;ALLEMAGNE;EUROPE;278151;153684952,83;244360;137993361;3379,1;1569159,183;6587
199501;INTL;MET_INTL;MÉTROPOLE;AMÉRIQUE_AUTRE;AMÉRIQUE;12586;125060006,36;8521;80444697;406,5;4461530,936;118
199501;INTL;MET_INTL;MÉTROPOLE;ARABIE SAOUDITE;ASIE;16252;72742257,73;8412;37718797;784;3502346,073;148
199501;INTL;MET_INTL;MÉTROPOLE;ARGENTINE;AMÉRIQUE;13683;152037975,86;6567;72979071;711,6;7905890,486;84
199501;INTL;MET_INTL;MÉTROPOLE;ASIE_AUTRE;ASIE;13096;63343048,38;7691;37459435;540,5;2588361,338;191
199501;INTL;MET_INTL;MÉTROPOLE;AUTRICHE;EUROPE;29893;29731594,58;28459;28238957;143,4;149263,758;753
199501;INTL;MET_INTL;MÉTROPOLE;BELGIQUE;EUROPE;80002;36961164,96;69779;32150096;1022,3;481106,896;2406
199501;INTL;MET_INTL;MÉTROPOLE;BRÉSIL;AMÉRIQUE;40417;369466490,48;20527;184033016;1989;18543347,448;272
199501;INTL;MET_INTL;MÉTROPOLE;BURKINA FASO;AFRIQUE;13401;52312794,23;4295;17600910;910,6;3471188,423;92
199501;INTL;MET_INTL;MÉTROPOLE;CAMEROUN;AFRIQUE;17628;89033058,78;9239;46667812;838,9;4236524,678;81
199501;INTL;MET_INTL;MÉTROPOLE;CANADA;AMÉRIQUE;101368;577014259,76;47670;270754267;5369,8;30625999,276;353
199501;INTL;MET_INTL;MÉTROPOLE;CHINE;ASIE;16869;142797109,94;7052;58981864;981,7;8381524,594;64
199501;INTL;MET_INTL;MÉTROPOLE;COLOMBIE;AMÉRIQUE;7830;67769602,05;5441;47091855;238,9;2067774,705;48
199501;INTL;MET_INTL;MÉTROPOLE;CORÉE DU SUD;ASIE;28323;253349950,6;15742;140812190;1258,1;11253776,06;66
199501;INTL;MET_INTL;MÉTROPOLE;"CÔTE D'IVOIRE";AFRIQUE;23522;114141926,44;14746;71618589;877,6;4252333,744;203
199501;INTL;MET_INTL;MÉTROPOLE;CUBA;AMÉRIQUE;5545;42900240,48;4451;34435292;109,4;846494,848;24
199501;INTL;MET_INTL;MÉTROPOLE;DANEMARK;EUROPE;33243;32786656,25;30389;29972627;285,4;281402,925;671
199501;INTL;MET_INTL;MÉTROPOLE;DOMINICAINE (RÉP.);AMÉRIQUE;5690;40922199,81;5326;38309918;36,4;261228,181;17
199501;INTL;MET_INTL;MÉTROPOLE;EGYPTE;AFRIQUE;31844;103402652,01;18991;62145161;1285,3;4125749,101;218
199501;INTL;MET_INTL;MÉTROPOLE;EMIRATS ARABES UNIS;ASIE;32090;167614220,73;13045;67939827;1904,5;9967439,373;340
199501;INTL;MET_INTL;MÉTROPOLE;ESPAGNE;EUROPE;190181;248490848,69;180914;239061966;926,6;942888,269;3668
199501;INTL;MET_INTL;MÉTROPOLE;ETATS-UNIS;AMÉRIQUE;446180;3080438764,51;229119;1578773551;21706;150166521,351;2537
199501;INTL;MET_INTL;MÉTROPOLE;EUROPE_AUTRE;EUROPE;22585;41952881,43;19110;35018126;347,5;693475,543;423
199501;INTL;MET_INTL;MÉTROPOLE;FINLANDE;EUROPE;17675;35071570,34;16381;32576178;129,4;249539,234;274
199501;INTL;MET_INTL;MÉTROPOLE;GABON;AFRIQUE;11081;59800081,99;6283;33821765;479,8;2597831,699;71
199501;INTL;MET_INTL;MÉTROPOLE;GRÈCE;EUROPE;29115;60679707,75;23439;48734834;567,6;1194487,375;272
199501;INTL;MET_INTL;MÉTROPOLE;HONG KONG (CHINE);ASIE;59243;568869688,98;21672;208058247;3757,1;36081144,198;174
199501;INTL;MET_INTL;MÉTROPOLE;HONGRIE;EUROPE;8604;10752927,64;8020;10025560;58,4;72736,764;131
199501;INTL;MET_INTL;MÉTROPOLE;INDE;ASIE;42046;290982354,16;16115;109604231;2593,1;18137812,316;188
199501;INTL;MET_INTL;MÉTROPOLE;INDONÉSIE;ASIE;8442;99346361,64;5171;60851454;327,1;3849490,764;97
199501;INTL;MET_INTL;MÉTROPOLE;IRAN;ASIE;7138;29963468,34;3636;15262836;350,2;1470063,234;43
199501;INTL;MET_INTL;MÉTROPOLE;IRLANDE;EUROPE;23539;20095797,79;19999;17141351;354;295444,679;277
199501;INTL;MET_INTL;MÉTROPOLE;ISRAËL;ASIE;57736;189315246,22;46419;152141836;1131,7;3717341,022;373
199501;INTL;MET_INTL;MÉTROPOLE;ITALIE;EUROPE;277763;230800808,43;252726;210473566;2503,7;2032724,243;4774
199501;INTL;MET_INTL;MÉTROPOLE;JAPON;ASIE;117916;1144028223,97;71078;689477322;4683,8;45455090,197;366
199501;INTL;MET_INTL;MÉTROPOLE;JORDANIE;ASIE;5042;16960912,35;2814;9469110;222,8;749180,235;53
199501;INTL;MET_INTL;MÉTROPOLE;KENYA;AFRIQUE;28500;186844325,35;16919;111645664;1158,1;7519866,135;181
199501;INTL;MET_INTL;MÉTROPOLE;KOWEÏT;ASIE;7110;31363087,1;2501;11029415;460,9;2033367,21;51
199501;INTL;MET_INTL;MÉTROPOLE;LIBAN;ASIE;21001;66377424,41;13086;41548234;791,5;2482919,041;129
199501;INTL;MET_INTL;MÉTROPOLE;LUXEMBOURG;EUROPE;5960;1740872,94;5880;1718168;8;2270,494;301
199501;INTL;MET_INTL;MÉTROPOLE;MADAGASCAR;AFRIQUE;7577;66352908,99;5324;46624907;225,3;1972800,199;42
199501;INTL;MET_INTL;MÉTROPOLE;MALAISIE;ASIE;9512;99425800,1;3049;31871197;646,3;6755460,31;24
199501;INTL;MET_INTL;MÉTROPOLE;MALI;AFRIQUE;8773;36500096,15;5487;22908225;328,6;1359187,115;57
199501;INTL;MET_INTL;MÉTROPOLE;MAROC;AFRIQUE;96470;180188757,27;78384;147057661;1808,6;3313109,627;1087
199501;INTL;MET_INTL;MÉTROPOLE;MAURICE;AFRIQUE;20056;189451765,55;16588;156868621;346,8;3258314,455;96
199501;INTL;MET_INTL;MÉTROPOLE;MAURITANIE;AFRIQUE;5144;19188997,6;3172;11831790;197,2;735720,76;56
199501;INTL;MET_INTL;MÉTROPOLE;MEXIQUE;AMÉRIQUE;24015;218222545,95;10733;96952993;1328,2;12126955,295;127
199501;INTL;MET_INTL;MÉTROPOLE;MONACO;EUROPE;5633;95969;5633;95969;0;0;2321
199501;INTL;MET_INTL;MÉTROPOLE;NIGERIA;AFRIQUE;7341;34636134,74;2582;12199918;475,9;2243621,674;33
199501;INTL;MET_INTL;MÉTROPOLE;NORVÈGE;EUROPE;14476;18821113,56;12983;16854182;149,3;196693,156;359
199501;INTL;MET_INTL;MÉTROPOLE;OCÉANIE_AUTRE;OCÉANIE;2735;46405530,92;2126;36065464;60,9;1034006,692;43
199501;INTL;MET_INTL;MÉTROPOLE;PAKISTAN;ASIE;7860;48161658,74;2432;14901211;542,8;3326044,774;62
199501;INTL;MET_INTL;MÉTROPOLE;PAYS-BAS;EUROPE;95726;48879931,32;90162;46164061;556,3;271587,032;2212
199501;INTL;MET_INTL;MÉTROPOLE;PAYS-BAS (CARAÏBES);AMÉRIQUE;15503;104448698,4;14174;95497082;132,9;895161,64;103
199501;INTL;MET_INTL;MÉTROPOLE;PHILIPPINES;ASIE;6221;71933792,34;3123;36108126;309,8;3582566,634;55
199501;INTL;MET_INTL;MÉTROPOLE;POLOGNE;EUROPE;10418;13699462,96;9705;12746986;71,3;95247,696;155
199501;INTL;MET_INTL;MÉTROPOLE;PORTUGAL;EUROPE;98611;134375317,44;91119;123665297;749,2;1071002,044;1389
199501;INTL;MET_INTL;MÉTROPOLE;ROUMANIE;EUROPE;7669;14225313,1;7075;13122331;59,4;110298,21;121
199501;INTL;MET_INTL;MÉTROPOLE;ROYAUME-UNI;EUROPE;617005;344728740,25;563960;320303370;5304,4;2442537,025;10084
199501;INTL;MET_INTL;MÉTROPOLE;RUSSIE (FÉD. DE);EUROPE;31659;75778093,19;29818;71330561;184,1;444753,219;374
199501;INTL;MET_INTL;MÉTROPOLE;SÉNÉGAL;AFRIQUE;44486;185021799,2;33890;140986934;1059,6;4403486,52;388
199501;INTL;MET_INTL;MÉTROPOLE;SERBIE;EUROPE;5546;7671168,6;5483;7577890;6,3;9327,86;66
199501;INTL;MET_INTL;MÉTROPOLE;SEYCHELLES;AFRIQUE;5882;46205118,58;5138;40374404;74,4;583071,458;45
199501;INTL;MET_INTL;MÉTROPOLE;SINGAPOUR;ASIE;23673;254129971,4;12926;138762644;1074,7;11536732,74;141
199501;INTL;MET_INTL;MÉTROPOLE;SRI LANKA;ASIE;5970;50719866,54;4218;35839665;175,2;1488020,154;36
199501;INTL;MET_INTL;MÉTROPOLE;SUÈDE;EUROPE;30123;44738401,1;28010;41650436;211,3;308796,51;636
199501;INTL;MET_INTL;MÉTROPOLE;SUISSE;EUROPE;149547;56303973,37;140051;52026894;949,6;427707,937;3778
199501;INTL;MET_INTL;MÉTROPOLE;TAIWAN;ASIE;11793;115530791,32;4089;40055844;770,4;7547494,732;48
199501;INTL;MET_INTL;MÉTROPOLE;TCHÉQUIE;EUROPE;9039;7774193,27;8328;7168913;71,1;60528,027;143
