ANMOIS;LSN_SEG;LSN_FSC;LSN_1;LSN_2;LSN_2_CONT;LSN_PEQ;LSN_PEQKT;LSN_PAX;LSN_PKT;LSN_FRP;LSN_TKT;LSN_DRT
200101;INTL;MET_INTL;MÉTROPOLE;AFRIQUE DU SUD;AFRIQUE;30121;263435467,28;16660;145708360;1346,1;11772710,728;104
200101;INTL;MET_INTL;MÉTROPOLE;AFRIQUE_AUTRE;AFRIQUE;22662;110423918,08;15661;74481406;700,1;3594251,208;260
200101;INTL;MET_INTL;MÉTROPOLE;ALGÉRIE;AFRIQUE;117678;140222529,81;109799;129792391;787,9;1043013,881;983
200101;INTL;MET_INTL;MÉTROPOLE;ALLEMAGNE;EUROPE;467586;275546324,26;391049;227040645;7653,7;4850567,926;10342
200101;INTL;MET_INTL;MÉTROPOLE;AMÉRIQUE_AUTRE;AMÉRIQUE;5937;54890894,95;3104;25802717;283,3;2908817,795;46
200101;INTL;MET_INTL;MÉTROPOLE;ANGOLA;AFRIQUE;6534;42625388,77;5598;36532548;93,6;609284,077;28
200101;INTL;MET_INTL;MÉTROPOLE;ARABIE SAOUDITE;ASIE;19430;89109240,97;8859;40023990;1057,1;4908525,097;154
200101;INTL;MET_INTL;MÉTROPOLE;ARGENTINE;AMÉRIQUE;16107;178997757,78;8146;90526498;796,1;8847125,978;79
200101;INTL;MET_INTL;MÉTROPOLE;ASIE_AUTRE;ASIE;23740;152996728,6;13357;94875821;1038,2;5812090,76;176
200101;INTL;MET_INTL;MÉTROPOLE;AUSTRALIE;OCÉANIE;7547;128028665,12;5232;88755648;231,5;3927301,712;26
200101;INTL;MET_INTL;MÉTROPOLE;AUTRICHE;EUROPE;48264;46893967,6;47140;45741750;112,4;115221,76;1118
200101;INTL;MET_INTL;MÉTROPOLE;BELGIQUE;EUROPE;138193;77806351,6;109163;62133687;2902,8;1567266,46;3052
200101;INTL;MET_INTL;MÉTROPOLE;BENIN;AFRIQUE;5709;27106759,32;4634;22002232;107,5;510452,732;69
200101;INTL;MET_INTL;MÉTROPOLE;BRÉSIL;AMÉRIQUE;75432;710605870,04;46701;439579465;2873;27102640,504;381
200101;INTL;MET_INTL;MÉTROPOLE;BULGARIE;EUROPE;5138;9097557,79;4493;7888664;64,4;120889,379;76
200101;INTL;MET_INTL;MÉTROPOLE;BURKINA FASO;AFRIQUE;9978;40891606,14;5175;21207150;480,3;1968445,614;89
200101;INTL;MET_INTL;MÉTROPOLE;CAMEROUN;AFRIQUE;21371;108193560,82;13353;67644705;801,8;4054885,582;162
200101;INTL;MET_INTL;MÉTROPOLE;CANADA;AMÉRIQUE;100803;572084452,35;63693;361261872;3711;21082258,035;287
200101;INTL;MET_INTL;MÉTROPOLE;CHILI;AMÉRIQUE;8250;96398164,58;5663;66177818;258,7;3022034,658;66
200101;INTL;MET_INTL;MÉTROPOLE;CHINE;ASIE;61277;538048253,8;27491;240418402;3378,6;29762985,18;252
200101;INTL;MET_INTL;MÉTROPOLE;COLOMBIE;AMÉRIQUE;12785;110652790,2;8244;71351820;454,1;3930097,02;57
200101;INTL;MET_INTL;MÉTROPOLE;CORÉE DU SUD;ASIE;42263;377050997,75;16105;144059225;2615,8;23299177,275;107
200101;INTL;MET_INTL;MÉTROPOLE;"CÔTE D'IVOIRE";AFRIQUE;16241;79683560,04;13916;68269368;232,5;1141419,204;120
200101;INTL;MET_INTL;MÉTROPOLE;CUBA;AMÉRIQUE;36321;281174292,53;34879;270020786;144,2;1115350,653;147
200101;INTL;MET_INTL;MÉTROPOLE;DANEMARK;EUROPE;65936;69559623,83;62397;66069757;353,9;348986,683;1294
200101;INTL;MET_INTL;MÉTROPOLE;DOMINICAINE (RÉP.);AMÉRIQUE;50822;363903947,2;48465;346970480;235,7;1693346,72;170
200101;INTL;MET_INTL;MÉTROPOLE;EGYPTE;AFRIQUE;85328;284184223,45;63868;215055401;2146;6912882,245;460
200101;INTL;MET_INTL;MÉTROPOLE;EMIRATS ARABES UNIS;ASIE;50004;260046640,72;29947;155783581;2005,6;10426305,972;417
200101;INTL;MET_INTL;MÉTROPOLE;ESPAGNE;EUROPE;333051;363662259,31;313662;345300838;1938,8;1836142,131;6686
200101;INTL;MET_INTL;MÉTROPOLE;ETATS-UNIS;AMÉRIQUE;733257;5000125194,36;419655;2876127795;31360,1;212399739,936;3552
200101;INTL;MET_INTL;MÉTROPOLE;EUROPE_AUTRE;EUROPE;29224;68170904,66;24191;47739111;503,2;2043179,366;491
200101;INTL;MET_INTL;MÉTROPOLE;FINLANDE;EUROPE;24028;46624128,16;22035;42841566;199,3;378256,216;334
200101;INTL;MET_INTL;MÉTROPOLE;GABON;AFRIQUE;16597;89906189,08;9712;52489193;688,5;3741699,608;92
