ANMOIS;APT;APT_NOM;APT_ZON;APT_PEQ;APT_PAX_dep;APT_PAX_arr;APT_PAX_tr;APT_FRP_dep;APT_FRP_arr;APT_NMVT_mxt;APT_NMVT_cgo
199401;FMCZ;MAYOTTE-MARCEL HENRY;OM;5487;2358;2751;0;6,1;31,7;98;0
199401;FMEE;LA REUNION-ROLAND GARROS;OM;129657;54350;54560;7500;421;903,7;983;28
199401;LFBA;AGEN-LA GARENNE;MT;2007;1004;998;4;0;0,1;151;0
199401;LFBD;BORDEAUX-MERIGNAC;MT;186017;81661;79116;12434;713,6;567;2235;128
199401;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;1715;925;790;0;0;0;153;0
199401;LFBH;LA ROCHELLE-ILE DE RE;MT;1961;1048;913;0;0;0;81;0
199401;LFBI;POITIERS-BIARD;MT;4715;729;712;466;143,7;137,1;249;82
199401;LFBL;LIMOGES-BELLEGARDE;MT;11014;4656;4267;506;77,7;80,8;448;41
199401;LFBO;TOULOUSE-BLAGNAC;MT;288706;127692;125355;7592;1054,7;1752;2739;314
199401;LFBP;PAU-PYRENEES;MT;44333;20687;19433;1405;105,9;174,9;643;40
199401;LFBT;TARBES-LOURDES-PYRENEES;MT;8627;4438;4071;0;0,7;11,1;128;0
199401;LFBV;BRIVE-LA-ROCHE;MT;2755;1402;1345;8;0;0;101;0
199401;LFBX;PERIGUEUX-BASSILLAC;MT;3092;1440;1245;407;0;0;222;0
199401;LFBZ;BIARRITZ-PAYS-BASQUE;MT;34471;18335;15535;23;24;33,9;409;0
199401;LFCI;ALBI-LE SEQUESTRE;MT;1411;763;631;17;0;0;83;0
199401;LFCK;CASTRES-MAZAMET;MT;3091;1267;1443;381;0;0;224;0
199401;LFCR;RODEZ-AVEYRON;MT;6094;2744;2496;804;4,9;0,1;294;0
199401;LFGJ;DOLE-TAVAUX;MT;1672;54;54;0;83;73,4;4;42
199401;LFJL;METZ-NANCY-LORRAINE;MT;16575;6412;6093;559;185;166;584;82
199401;LFKB;BASTIA-PORETTA;MT;45788;21577;19189;173;136,4;348,6;762;155
199401;LFKC;CALVI-STE-CATHERINE;MT;5438;3312;2116;0;0,2;0,9;164;0
199401;LFKF;FIGARI-SUD-CORSE;MT;7354;4327;3027;0;0;0;290;0
199401;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;44358;21061;18244;0;119,8;385,5;801;150
199401;LFLB;CHAMBERY-AIX-LES-BAINS;MT;15806;7906;7879;15;0,1;0,5;332;0
199401;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;25171;11151;10846;1359;93,1;88,4;940;41
199401;LFLL;LYON-ST-EXUPERY;MT;367968;165986;164203;11005;1264,4;1413;5131;448
199401;LFLO;ROANNE;MT;1112;551;561;0;0;0;138;0
199401;LFLP;ANNECY-MEYTHET;MT;4787;2423;2351;0;0,9;0,4;123;34
199401;LFLS;GRENOBLE-ALPES-ISERE;MT;30983;15374;15266;43;18;12,1;377;0
199401;LFMH;ST-ETIENNE-LOIRE;MT;7386;3737;3616;1;1,9;1,3;271;0
199401;LFMK;CARCASSONNE-SALVAZA;MT;1886;1008;878;0;0;0;104;0
199401;LFML;MARSEILLE-PROVENCE;MT;404512;166595;168891;21156;2042,4;2744,6;4417;437
199401;LFMN;"NICE-COTE D'AZUR";MT;420869;196199;192559;7438;1193,1;1274,3;7920;176
199401;LFMP;PERPIGNAN-RIVESALTES;MT;30298;15556;14020;0;37,7;34,4;310;0
199401;LFMT;MONTPELLIER-MEDITERRANEE;MT;93811;43970;42565;223;261,6;443,7;1065;41
199401;LFMU;BEZIERS-VIAS;MT;5606;2914;2683;0;0,4;0,5;159;0
199401;LFMV;AVIGNON-CAUMONT;MT;16312;5734;5065;0;232,9;318,3;148;86
199401;LFOB;BEAUVAIS-TILLE;MT;2581;1252;1236;0;3,3;6;34;0
199401;LFOH;LE HAVRE-OCTEVILLE;MT;5399;2327;1852;1218;0;0,2;526;0
199401;LFOP;ROUEN-VALLEE DE SEINE;MT;3832;1860;1863;109;0;0;470;2
199401;LFPG;PARIS-CHARLES DE GAULLE;MT;2735284;1011421;992921;25088;37476,8;33108,5;23441;1782
199401;LFPO;PARIS-ORLY;MT;2150196;917542;954206;13717;14586,9;11886,2;15841;280
199401;LFQQ;LILLE-LESQUIN;MT;49869;24186;24760;238;44;24,5;1217;0
199401;LFRB;BREST-BRETAGNE;MT;41044;19999;18520;1065;71,9;74,1;659;43
199401;LFRC;CHERBOURG-MAUPERTUS;MT;2397;1177;1194;0;2,4;0,2;189;0
199401;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;2241;1196;998;0;2,3;2,5;152;2
199401;LFRH;LORIENT-LANN-BIHOUE;MT;14884;7833;6851;0;1,2;18,8;183;0
199401;LFRK;CAEN-CARPIQUET;MT;2847;1355;1374;113;0,4;0,1;299;2
199401;LFRN;RENNES-ST-JACQUES;MT;19079;8079;7758;805;95;148,7;1029;34
199401;LFRO;LANNION;MT;3523;1744;1749;0;3;0;82;0
199401;LFRQ;QUIMPER-PLUGUFFAN;MT;9715;4987;4667;1;4,4;1,6;178;0
199401;LFRS;NANTES-ATLANTIQUE;MT;72789;32755;30551;3634;305,9;279,1;1468;41
199401;LFSB;BALE-MULHOUSE;MT;137590;59443;65936;571;564,1;599,9;3555;363
199401;LFSD;DIJON-LONGVIC;MT;2034;958;1076;0;0;0;149;0
199401;LFSG;EPINAL-MIRECOURT;MT;1011;528;483;0;0;0;120;0
199401;LFST;STRASBOURG-ENTZHEIM;MT;130608;59322;61297;576;569,7;371,6;1978;63
199401;LFTH;TOULON-HYERES;MT;44726;23244;19859;0;60,1;102,1;463;0
199401;LFTW;NIMES-GARONS;MT;26379;13398;12824;0;8,1;7,5;246;0
199401;LFVP;ST-PIERRE-POINTE BLANCHE;OM;1906;876;866;0;2,2;14,1;236;0
199401;NLWW;WALLIS-HIHIFO;OM;2125;829;820;288;4,1;14,8;66;0
199401;NTAA;"TAHITI FAA'A";OM;91357;35782;42542;4978;292,2;513,3;2913;0
