ANMOIS;APT;APT_NOM;APT_ZON;APT_PEQ;APT_PAX_dep;APT_PAX_arr;APT_PAX_tr;APT_FRP_dep;APT_FRP_arr;APT_NMVT_mxt;APT_NMVT_cgo
200601;FMCZ;MAYOTTE-MARCEL HENRY;OM;18702;9346;9035;268;0;5,3;339;0
200601;FMEE;LA REUNION-ROLAND GARROS;OM;190700;76284;88179;3531;705,2;1565,4;1165;42
200601;FMEP;ST-PIERRE-PIERREFONDS;OM;20562;8782;11725;9;0;4,6;497;0
200601;LFBA;AGEN-LA GARENNE;MT;1445;744;701;0;0;0;147;0
200601;LFBD;BORDEAUX-MERIGNAC;MT;231000;113241;108712;824;384,6;437,7;3856;181
200601;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;10154;5668;4486;0;0;0;138;0
200601;LFBH;LA ROCHELLE-ILE DE RE;MT;6507;3628;2879;0;0;0;162;0
200601;LFBI;POITIERS-BIARD;MT;8863;4185;3734;942;0,1;0;275;2
200601;LFBL;LIMOGES-BELLEGARDE;MT;20344;10558;9066;0;37,1;34,9;487;44
200601;LFBO;TOULOUSE-BLAGNAC;MT;518799;233227;227759;4608;1889,5;3431;6118;566
200601;LFBP;PAU-PYRENEES;MT;58449;29304;27391;0;77;98,4;749;43
200601;LFBT;TARBES-LOURDES-PYRENEES;MT;6388;3382;3006;0;0;0;184;0
200601;LFBV;BRIVE-LA-ROCHE;MT;1955;1069;875;11;0;0;93;0
200601;LFBZ;BIARRITZ-PAYS-BASQUE;MT;56702;30224;26476;2;0;0;754;0
200601;LFCK;CASTRES-MAZAMET;MT;1584;832;752;0;0;0;158;0
200601;LFCR;RODEZ-AVEYRON;MT;8209;4338;3687;184;0;0;339;0
200601;LFGJ;DOLE-TAVAUX;MT;1384;98;19;19;82,7;42,1;20;38
200601;LFJL;METZ-NANCY-LORRAINE;MT;20395;9357;9274;841;66;26,3;675;43
200601;LFKB;BASTIA-PORETTA;MT;51730;22920;21483;256;227,6;479,5;658;188
200601;LFKC;CALVI-STE-CATHERINE;MT;6153;3296;2855;0;0;0,2;212;0
200601;LFKF;FIGARI-SUD-CORSE;MT;8868;4939;3929;0;0;0;244;0
200601;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;50083;23416;21605;0;106;400,2;677;104
200601;LFLB;CHAMBERY-AIX-LES-BAINS;MT;42311;21748;20502;61;0;0;756;0
200601;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;50179;22964;22724;744;182,6;192,1;1911;88
200601;LFLL;LYON-ST-EXUPERY;MT;531367;247571;247048;5279;1441,1;1705,7;9845;400
200601;LFLP;ANNECY-MEYTHET;MT;5758;2892;2866;0;0;0;205;0
200601;LFLS;GRENOBLE-ALPES-ISERE;MT;86183;43556;42262;365;0;0;864;4
200601;LFLW;AURILLAC;MT;1596;827;769;0;0;0;96;0
200601;LFLX;CHATEAUROUX-DEOLS;MT;12896;73;74;0;379,4;895,6;9;77
200601;LFMH;ST-ETIENNE-LOIRE;MT;6264;3482;2782;0;0;0;246;0
200601;LFMK;CARCASSONNE-SALVAZA;MT;20073;10683;9390;0;0;0;154;0
200601;LFML;MARSEILLE-PROVENCE;MT;448071;194928;201176;10534;2068,1;2075,2;6279;600
200601;LFMN;"NICE-COTE D'AZUR";MT;594507;293639;288470;250;605,6;609,3;9923;170
200601;LFMP;PERPIGNAN-RIVESALTES;MT;25912;13441;12425;46;0;0;307;0
200601;LFMT;MONTPELLIER-MEDITERRANEE;MT;94861;45644;43691;5;240,1;312;1189;49
200601;LFMU;BEZIERS-VIAS;MT;3365;1739;1626;0;0;0;160;0
200601;LFMV;AVIGNON-CAUMONT;MT;4952;2688;2264;0;0;0;231;0
200601;LFOB;BEAUVAIS-TILLE;MT;129887;65866;63886;135;0;0;1096;2
200601;LFOH;LE HAVRE-OCTEVILLE;MT;2323;1108;1214;0;0;0,1;184;1
200601;LFOK;CHALONS-VATRY;MT;31437;66;71;0;1658,1;1471,8;6;71
200601;LFOP;ROUEN-VALLEE DE SEINE;MT;2483;778;727;708;5,3;21,7;212;29
200601;LFOT;TOURS-VAL DE LOIRE;MT;4924;2628;1995;301;0;0;216;0
200601;LFPG;PARIS-CHARLES DE GAULLE;MT;5470738;2018429;2003127;31987;71121,4;70598,1;38786;3108
200601;LFPO;PARIS-ORLY;MT;2046350;959727;997329;1014;5431,9;3396,1;18813;1
200601;LFQQ;LILLE-LESQUIN;MT;50149;24159;25608;326;0;5,5;1257;6
200601;LFRB;BREST-BRETAGNE;MT;55443;27283;24873;1565;83,2;88,9;1067;45
200601;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;8956;4632;4155;159;0,8;0,2;149;0
200601;LFRG;DEAUVILLE-NORMANDIE;MT;1096;332;356;408;0;0;59;0
200601;LFRH;LORIENT-LANN-BIHOUE;MT;15843;8360;7413;70;0;0;374;0
200601;LFRK;CAEN-CARPIQUET;MT;6827;3427;3384;0;1,4;0,3;281;6
200601;LFRN;RENNES-ST-JACQUES;MT;39773;15669;14606;0;496,6;453,2;1150;237
200601;LFRO;LANNION;MT;4696;2501;2195;0;0;0;153;0
200601;LFRQ;QUIMPER-PLUGUFFAN;MT;10231;5463;4768;0;0;0;208;0
200601;LFRS;NANTES-ATLANTIQUE;MT;147614;68144;64252;6506;428,2;443;2448;195
200601;LFRZ;ST-NAZAIRE-MONTOIR;MT;13069;69;107;0;849,7;439,7;21;66
200601;LFSB;BALE-MULHOUSE;MT;262035;116963;119901;1152;1356;1045,9;4013;294
200601;LFSR;REIMS-CHAMPAGNE;MT;3113;1557;1556;0;0;0;204;0
200601;LFST;STRASBOURG-ENTZHEIM;MT;157195;76389;77020;673;177,7;133,5;3234;43
200601;LFTH;TOULON-HYERES;MT;35189;18417;16772;0;0;0;459;0
200601;LFTW;NIMES-GARONS;MT;9157;4938;4214;0;0,5;0;104;1
200601;LFVP;ST-PIERRE-POINTE BLANCHE;OM;1884;894;863;0;1,4;11,3;137;0
200601;NLWF;FUTUNA;OM;1058;553;488;0;0,1;1,6;84;0
200601;NLWW;WALLIS-HIHIFO;OM;3483;1643;1660;0;4,2;13,7;106;0
200601;NTAA;"TAHITI FAA'A";OM;133050;52369;63125;5008;464,8;790;2959;0
200601;NTAR;RURUTU;OM;1737;917;509;202;4,2;6,6;44;0
200601;NTAT;TUBUAI MATAURA;OM;2118;783;688;532;4,2;7,3;56;0
200601;NTGC;TIKEHAU;OM;2526;934;731;671;12,2;6,7;110;0
200601;NTGF;FAKARAVA;OM;1836;858;551;315;3,5;7,7;96;0
200601;NTGI;MANIHI;OM;1270;603;528;78;1,2;4,9;82;0
200601;NTGM;MAKEMO;OM;1167;460;454;168;3,1;5,5;66;0
200601;NTHE;AHE;OM;1095;402;363;235;1,6;7,9;52;0
200601;NTKR;TAKAROA;OM;1091;392;325;251;2,4;9,9;66;0
200601;NTMD;NUKU HIVA;OM;4074;1956;1580;303;9,7;13,7;203;0
200601;NTMN;HIVA OA-ATUONA;OM;1800;748;820;119;4,1;7,2;122;0
200601;NTTB;BORA BORA;OM;20830;9673;8709;2040;11,2;29,6;581;0
200601;NTTG;RANGIROA;OM;6648;2729;2376;1218;10,8;21,7;270;0
200601;NTTH;HUAHINE;OM;11070;4160;3254;3480;5,1;12,6;373;0
200601;NTTM;MOOREA;OM;16885;8186;7654;1023;0,9;1,3;1380;0
200601;NTTO;HAO;OM;1988;655;853;350;4,2;8,8;119;0
200601;NTTP;MAUPITI;OM;1364;799;492;1;2,2;5,1;56;0
200601;NTTR;RAIATEA;OM;17474;7505;6432;3193;8,9;25,4;470;0
200601;NWWE;ILE DES PINS;OM;7013;3487;3359;0;2,9;13,8;217;0
200601;NWWL;LIFOU;OM;8915;4521;4124;0;5,1;21,8;260;0
200601;NWWM;NOUMEA MAGENTA;OM;24933;11779;12415;0;59;14,9;825;0
200601;NWWR;MARE;OM;3813;1869;1799;0;3,3;11,2;118;0
200601;NWWV;OUVEA;OM;4817;2354;2326;0;3,1;10,6;146;0
200601;NWWW;NOUMEA LA TONTOUTA;OM;49670;23850;20554;107;103,6;412,2;290;0
200601;SOCA;CAYENNE-FELIX EBOUE;OM;31745;12376;14772;524;90,7;316,6;712;14
200601;SOOA;MARIPASOULA;OM;1610;811;609;0;0,4;18,6;160;0
200601;TFFF;MARTINIQUE-AIME CESAIRE;OM;156152;68523;74109;3442;216;791,8;1867;226
200601;TFFG;ST-MARTIN-GRAND-CASE;OM;12840;6733;5834;0;10,6;16,7;917;0
200601;TFFJ;ST-BARTHELEMY;OM;16934;9553;7312;5;2,6;3,9;3086;0
200601;TFFM;MARIE-GALANTE;OM;1122;507;614;0;0,1;0;148;0
200601;TFFR;GUADELOUPE-MARYSE CONDE;OM;173109;74396;82294;4775;385;779,4;2404;61
200601;ZZMT; AUTRES APT (MT);MT;9408;4501;4594;219;3,4;5,8;2177;30
200601;ZZOM; AUTRES APT (OM);OM;9208;4636;2961;930;24,4;43,7;1142;4
200602;FMCZ;MAYOTTE-MARCEL HENRY;OM;12699;7594;4875;195;0;3,5;264;0
200602;FMEE;LA REUNION-ROLAND GARROS;OM;108158;38998;41350;3130;555,9;1912,1;699;71
200602;FMEP;ST-PIERRE-PIERREFONDS;OM;4547;2345;2170;0;0;3,2;132;0
200602;LFBA;AGEN-LA GARENNE;MT;1382;708;674;0;0;0;128;0
200602;LFBD;BORDEAUX-MERIGNAC;MT;218087;103103;106048;1245;370,3;398,8;3591;161
200602;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;13787;6737;7050;0;0;0;169;0
200602;LFBH;LA ROCHELLE-ILE DE RE;MT;7258;3729;3529;0;0;0;139;0
200602;LFBI;POITIERS-BIARD;MT;9624;4287;4407;930;0;0;246;0
200602;LFBL;LIMOGES-BELLEGARDE;MT;22607;10779;11123;100;34,1;26,5;480;38
200602;LFBO;TOULOUSE-BLAGNAC;MT;481884;222748;210633;4273;1578,6;2844,4;5741;445
200602;LFBP;PAU-PYRENEES;MT;57105;27846;27889;0;58,7;78,3;686;36
200602;LFBT;TARBES-LOURDES-PYRENEES;MT;23585;11994;11591;0;0;0;332;0
200602;LFBV;BRIVE-LA-ROCHE;MT;1824;898;913;13;0;0;92;0
200602;LFBZ;BIARRITZ-PAYS-BASQUE;MT;53389;26418;26971;0;0;0;731;0
200602;LFCK;CASTRES-MAZAMET;MT;1569;818;751;0;0;0;167;0
200602;LFCR;RODEZ-AVEYRON;MT;8988;4532;4283;173;0;0;320;0
200602;LFGJ;DOLE-TAVAUX;MT;1173;39;11;16;65,5;45,2;12;36
200602;LFJL;METZ-NANCY-LORRAINE;MT;18374;8611;8319;654;55,4;23,5;608;36
200602;LFKB;BASTIA-PORETTA;MT;50774;21953;22669;85;167,7;439;610;176
200602;LFKC;CALVI-STE-CATHERINE;MT;5869;2909;2849;111;0;0;194;0
200602;LFKF;FIGARI-SUD-CORSE;MT;8550;4209;4338;3;0;0;233;0
200602;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;49315;22002;22809;0;76,2;374,3;617;94
200602;LFLB;CHAMBERY-AIX-LES-BAINS;MT;44323;22111;22133;79;0;0;807;0
200602;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;43618;20543;19304;583;187,9;130,9;1696;81
200602;LFLL;LYON-ST-EXUPERY;MT;518312;243285;237453;6810;1420;1656,5;9564;362
200602;LFLP;ANNECY-MEYTHET;MT;5165;2631;2534;0;0;0;219;0
200602;LFLS;GRENOBLE-ALPES-ISERE;MT;78477;39508;38838;131;0;0;746;0
200602;LFLW;AURILLAC;MT;1541;816;725;0;0;0;82;0
200602;LFLX;CHATEAUROUX-DEOLS;MT;7914;349;910;83;322,1;335,2;15;36
200602;LFMH;ST-ETIENNE-LOIRE;MT;5134;2703;2431;0;0;0;177;0
200602;LFMK;CARCASSONNE-SALVAZA;MT;23158;11643;11515;0;0;0;160;0
200602;LFML;MARSEILLE-PROVENCE;MT;429703;188098;190932;11049;1991,5;1970,9;5928;552
200602;LFMN;"NICE-COTE D'AZUR";MT;567071;272194;283404;799;520,3;547,1;9286;159
200602;LFMP;PERPIGNAN-RIVESALTES;MT;25228;12378;12699;151;0;0;282;2
200602;LFMT;MONTPELLIER-MEDITERRANEE;MT;89828;43449;41414;40;209,1;283,5;1096;41
200602;LFMU;BEZIERS-VIAS;MT;2976;1534;1442;0;0;0;135;0
200602;LFMV;AVIGNON-CAUMONT;MT;5022;2508;2514;0;0;0;209;0
200602;LFOB;BEAUVAIS-TILLE;MT;142699;71985;70531;0;11,2;7;1086;4
200602;LFOH;LE HAVRE-OCTEVILLE;MT;2042;979;1054;0;0,8;0,1;165;2
200602;LFOK;CHALONS-VATRY;MT;40569;76;2246;1;2157,9;1666,7;13;80
200602;LFOP;ROUEN-VALLEE DE SEINE;MT;2251;741;822;660;0,7;2,1;191;9
200602;LFOT;TOURS-VAL DE LOIRE;MT;3934;1958;1698;278;0;0;161;1
200602;LFPG;PARIS-CHARLES DE GAULLE;MT;4998553;1886675;1878444;22075;64724,6;56411,3;35511;2895
200602;LFPO;PARIS-ORLY;MT;1879657;890512;896502;645;5000,5;4199,3;16876;5
200602;LFQQ;LILLE-LESQUIN;MT;51165;25772;25283;110;0;0;1203;0
200602;LFRB;BREST-BRETAGNE;MT;53668;26625;23893;1892;54;71,7;1007;40
200602;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;8867;4471;4230;157;0,8;0,2;130;0
200602;LFRH;LORIENT-LANN-BIHOUE;MT;14322;7391;6931;0;0;0;365;0
200602;LFRK;CAEN-CARPIQUET;MT;6912;3531;3375;0;0;0,6;252;1
200602;LFRN;RENNES-ST-JACQUES;MT;38675;15511;14301;0;462,8;423,6;1088;205
200602;LFRO;LANNION;MT;3837;1999;1838;0;0;0;125;0
200602;LFRQ;QUIMPER-PLUGUFFAN;MT;8923;4630;4293;0;0;0;171;0
200602;LFRS;NANTES-ATLANTIQUE;MT;146587;69217;63106;6069;404;415,5;2336;162
200602;LFRZ;ST-NAZAIRE-MONTOIR;MT;10612;81;100;0;649,6;393,5;22;58
200602;LFSB;BALE-MULHOUSE;MT;259499;120132;114451;544;1445,4;991,8;3822;265
200602;LFSR;REIMS-CHAMPAGNE;MT;3427;1720;1707;0;0;0;183;0
200602;LFST;STRASBOURG-ENTZHEIM;MT;140028;68013;68214;871;172,9;120,1;3018;39
200602;LFTH;TOULON-HYERES;MT;36727;17908;18744;74;0;0,1;454;0
200602;LFTW;NIMES-GARONS;MT;10808;5551;5181;76;0;0;104;0
200602;LFVP;ST-PIERRE-POINTE BLANCHE;OM;1958;977;849;0;1,7;11,5;140;0
200602;NLWW;WALLIS-HIHIFO;OM;2963;1226;1553;0;2,6;15,8;73;0
200602;NTAA;"TAHITI FAA'A";OM;115591;51598;48109;4027;443,3;742,4;2627;1
200602;NTAR;RURUTU;OM;1395;542;646;105;3,7;6,5;36;0
200602;NTAT;TUBUAI MATAURA;OM;1555;547;587;316;3,2;7,3;44;0
200602;NTGC;TIKEHAU;OM;2266;717;797;608;9,1;5,3;102;0
200602;NTGF;FAKARAVA;OM;1499;542;681;179;3,1;6,7;75;0
200602;NTMD;NUKU HIVA;OM;3556;1441;1584;263;11,1;15,6;184;0
200602;NTMN;HIVA OA-ATUONA;OM;1835;731;900;88;3,6;8;110;0
200602;NTTB;BORA BORA;OM;18572;8259;8371;1530;12,4;28,8;516;0
200602;NTTG;RANGIROA;OM;6015;2366;2322;1067;9,3;16,7;242;0
200602;NTTH;HUAHINE;OM;9450;3235;3202;2858;5,2;10,3;331;0
200602;NTTM;MOOREA;OM;14967;7169;6794;982;0,8;1,4;1253;0
200602;NTTO;HAO;OM;1614;701;510;307;3,1;6,6;100;0
200602;NTTP;MAUPITI;OM;1368;583;724;4;1,8;3,9;46;0
200602;NTTR;RAIATEA;OM;15103;6132;5804;2831;9,7;24;424;0
200602;NWWE;ILE DES PINS;OM;6156;3085;2938;0;2,9;10,4;188;0
200602;NWWL;LIFOU;OM;8427;4542;3629;3;4,2;21,1;236;0
200602;NWWM;NOUMEA MAGENTA;OM;23268;10398;12162;0;55,5;15,3;729;0
200602;NWWR;MARE;OM;3691;1987;1558;0;3,3;11,3;106;0
200602;NWWV;OUVEA;OM;4818;2457;2208;0;3,9;11,5;135;0
200602;NWWW;NOUMEA LA TONTOUTA;OM;42114;14720;22108;225;111,1;395;269;0
200602;SOCA;CAYENNE-FELIX EBOUE;OM;28446;11880;12375;378;86,3;295;645;11
200602;SOOA;MARIPASOULA;OM;1124;483;452;0;0,3;18,6;135;1
200602;TFFF;MARTINIQUE-AIME CESAIRE;OM;147300;67097;65564;2630;308,5;892,4;1666;241
200602;TFFG;ST-MARTIN-GRAND-CASE;OM;12459;5933;6288;0;9,8;14;850;0
200602;TFFJ;ST-BARTHELEMY;OM;17764;8909;8797;10;0,9;3,9;3074;0
200602;TFFM;MARIE-GALANTE;OM;1028;528;499;0;0,1;0;140;0
200602;TFFR;GUADELOUPE-MARYSE CONDE;OM;165759;74348;73332;3688;645,7;793,4;2208;59
