ANMOIS;APT;APT_NOM;APT_ZON;APT_PEQ;APT_PAX_dep;APT_PAX_arr;APT_PAX_tr;APT_FRP_dep;APT_FRP_arr;APT_NMVT_mxt;APT_NMVT_cgo
199601;FMCZ;MAYOTTE-MARCEL HENRY;OM;5826;1908;2634;641;10,6;53,7;78;1
199601;FMEE;LA REUNION-ROLAND GARROS;OM;142246;60888;62488;4104;402,9;1073,7;1031;22
199601;LFBA;AGEN-LA GARENNE;MT;2487;1308;1179;0;0;0;167;0
199601;LFBD;BORDEAUX-MERIGNAC;MT;218971;97792;96174;8511;855;794,4;2948;189
199601;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;1440;750;690;0;0;0;154;0
199601;LFBH;LA ROCHELLE-ILE DE RE;MT;3012;1589;1423;0;0;0;228;0
199601;LFBI;POITIERS-BIARD;MT;9259;1463;1547;686;289,5;266,8;421;45
199601;LFBL;LIMOGES-BELLEGARDE;MT;12181;4910;4661;685;99,8;92,7;468;46
199601;LFBO;TOULOUSE-BLAGNAC;MT;374332;165447;163355;9051;1191,8;2456,1;4464;378
199601;LFBP;PAU-PYRENEES;MT;47708;22344;20969;1936;119,2;126,7;822;43
199601;LFBT;TARBES-LOURDES-PYRENEES;MT;6340;3333;2979;0;1,1;1,7;84;0
199601;LFBU;ANGOULEME-BRIE-CHAMPNIERS;MT;1150;615;535;0;0;0;103;0
199601;LFBV;BRIVE-LA-ROCHE;MT;3114;1618;1496;0;0;0;106;0
199601;LFBX;PERIGUEUX-BASSILLAC;MT;3549;1724;1825;0;0;0;218;0
199601;LFBZ;BIARRITZ-PAYS-BASQUE;MT;41813;21569;18959;262;40,6;61,7;526;0
199601;LFCK;CASTRES-MAZAMET;MT;3587;1849;1738;0;0;0;187;0
199601;LFCR;RODEZ-AVEYRON;MT;5961;3099;2713;142;0,8;0;296;0
199601;LFGJ;DOLE-TAVAUX;MT;2255;140;141;147;98,8;83,9;12;45
199601;LFJL;METZ-NANCY-LORRAINE;MT;18356;6055;6434;529;281,9;251,9;507;55
199601;LFKB;BASTIA-PORETTA;MT;48427;22191;19914;0;221;411,2;842;136
199601;LFKC;CALVI-STE-CATHERINE;MT;5256;3101;2108;0;0,6;4,2;198;0
199601;LFKF;FIGARI-SUD-CORSE;MT;7508;4386;3122;0;0;0;261;0
199601;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;43266;20616;17994;128;118,8;334,1;771;201
199601;LFLB;CHAMBERY-AIX-LES-BAINS;MT;15218;7623;7594;0;0,1;0;305;0
199601;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;33821;15482;15030;1152;107,9;107,7;1044;44
199601;LFLL;LYON-ST-EXUPERY;MT;426315;190384;193934;11520;1443;1604,8;6085;593
199601;LFLP;ANNECY-MEYTHET;MT;5327;2929;2398;0;0;0;174;0
199601;LFLS;GRENOBLE-ALPES-ISERE;MT;34432;16841;17350;40;11,5;8,5;523;0
199601;LFLW;AURILLAC;MT;1032;560;472;0;0;0;95;0
199601;LFMH;ST-ETIENNE-LOIRE;MT;7402;3720;3611;45;1,1;1,6;286;0
199601;LFML;MARSEILLE-PROVENCE;MT;455795;192633;194008;16593;2443,4;2812,6;5598;610
199601;LFMN;"NICE-COTE D'AZUR";MT;416606;202977;189794;3784;1031,3;973,8;8761;181
199601;LFMP;PERPIGNAN-RIVESALTES;MT;28629;15091;13538;0;0;0;295;0
199601;LFMT;MONTPELLIER-MEDITERRANEE;MT;112505;52939;51552;158;325,6;460;1665;38
199601;LFMU;BEZIERS-VIAS;MT;4972;2569;2396;0;0,5;0,2;159;0
199601;LFMV;AVIGNON-CAUMONT;MT;10656;5123;4625;0;41,8;49,1;201;43
199601;LFOB;BEAUVAIS-TILLE;MT;3473;1443;1634;82;17,6;13,8;38;0
199601;LFOH;LE HAVRE-OCTEVILLE;MT;5315;2002;1789;1519;0,1;0,3;538;0
199601;LFOP;ROUEN-VALLEE DE SEINE;MT;3812;1913;1850;38;1,1;0;510;0
199601;LFOT;TOURS-VAL DE LOIRE;MT;4935;2454;2481;0;0;0;149;1
199601;LFPG;PARIS-CHARLES DE GAULLE;MT;2921906;1036276;1029346;27319;43292,8;39603,7;25490;1933
199601;LFPO;PARIS-ORLY;MT;2270335;973414;1046433;3752;13045,3;11628,4;20087;169
199601;LFQQ;LILLE-LESQUIN;MT;55419;26110;26066;2648;20,7;38,8;1445;4
199601;LFRB;BREST-BRETAGNE;MT;50040;24159;22468;1049;113,3;123,2;836;43
199601;LFRC;CHERBOURG-MAUPERTUS;MT;2115;1048;1062;0;0,3;0,1;166;0
199601;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;2455;1291;1107;38;0,9;1;263;0
199601;LFRH;LORIENT-LANN-BIHOUE;MT;15124;7855;7184;0;1,9;6,6;180;0
199601;LFRK;CAEN-CARPIQUET;MT;3425;1566;1564;268;2,7;0;293;2
199601;LFRN;RENNES-ST-JACQUES;MT;25209;9408;8822;457;309;343,2;1202;83
199601;LFRO;LANNION;MT;3345;1742;1603;0;0;0;104;0
199601;LFRQ;QUIMPER-PLUGUFFAN;MT;11067;5485;5213;160;6,1;14,8;196;0
199601;LFRS;NANTES-ATLANTIQUE;MT;90425;39649;36801;6398;348,9;408,9;1819;126
199601;LFRT;ST-BRIEUC-ARMOR;MT;1153;583;567;3;0;0;115;0
199601;LFSB;BALE-MULHOUSE;MT;174054;71952;81571;2320;884,2;936,9;4899;361
199601;LFSD;DIJON-LONGVIC;MT;1112;568;505;39;0;0;142;0
