ANMOIS;APT;APT_NOM;APT_ZON;APT_PEQ;APT_PAX_dep;APT_PAX_arr;APT_PAX_tr;APT_FRP_dep;APT_FRP_arr;APT_NMVT_mxt;APT_NMVT_cgo
201101;FMCZ;MAYOTTE-MARCEL HENRY;OM;27178;10060;15338;0;37,7;140,3;558;0
201101;FMEE;LA REUNION-ROLAND GARROS;OM;245977;99580;115531;2319;1077,8;1776,9;1309;16
201101;FMEP;ST-PIERRE-PIERREFONDS;OM;19760;8509;11240;0;0;1,1;350;0
201101;LFAQ;ALBERT-BRAY;MT;3929;152;137;0;178;186;51;19
201101;LFBA;AGEN-LA GARENNE;MT;2836;1487;1349;0;0;0;146;0
201101;LFBD;BORDEAUX-MERIGNAC;MT;268638;131580;128184;2073;369,8;310,3;3456;155
201101;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;5407;2950;2457;0;0;0;142;0
201101;LFBH;LA ROCHELLE-ILE DE RE;MT;5180;2730;2450;0;0;0;141;0
201101;LFBI;POITIERS-BIARD;MT;6163;2422;2220;1521;0;0;228;0
201101;LFBL;LIMOGES-BELLEGARDE;MT;15550;8103;7128;78;9,5;14,6;374;35
201101;LFBO;TOULOUSE-BLAGNAC;MT;561971;254704;249952;6701;1961,6;3099,8;6497;486
201101;LFBP;PAU-PYRENEES;MT;53878;27279;24966;107;61,9;90,7;723;82
201101;LFBT;TARBES-LOURDES-PYRENEES;MT;8110;4292;3814;4;0;0;191;0
201101;LFBZ;BIARRITZ-PAYS-BASQUE;MT;57956;30616;27332;8;0;0;636;0
201101;LFCK;CASTRES-MAZAMET;MT;3115;1604;1511;0;0;0;229;0
201101;LFCR;RODEZ-AVEYRON;MT;7347;3664;3511;172;0;0;304;0
201101;LFGJ;DOLE-TAVAUX;MT;1409;72;69;119;68,6;46,3;78;39
201101;LFJL;METZ-NANCY-LORRAINE;MT;11995;5537;5720;738;0;0;378;0
201101;LFKB;BASTIA-PORETTA;MT;56114;25786;24602;0;129,8;442,8;667;108
201101;LFKC;CALVI-STE-CATHERINE;MT;7164;3872;3290;0;0;0,2;196;0
201101;LFKF;FIGARI-SUD-CORSE;MT;11755;6251;5420;84;0;0;272;0
201101;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;54944;25992;24303;0;100,6;364,3;639;77
201101;LFLB;CHAMBERY-AIX-LES-BAINS;MT;67331;33873;33434;24;0;0;910;0
201101;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;29098;14110;13276;133;73;84,8;799;83
201101;LFLJ;COURCHEVEL;MT;1219;599;620;0;0;0;350;0
201101;LFLL;LYON-ST-EXUPERY;MT;624135;285106;295159;12772;1510,2;1599,7;8934;319
201101;LFLP;ANNECY-MEYTHET;MT;4633;2377;2256;0;0;0;313;0
201101;LFLS;GRENOBLE-ALPES-ISERE;MT;93929;46863;47053;13;0;0;801;0
201101;LFLW;AURILLAC;MT;2158;1163;995;0;0;0;94;0
201101;LFLX;CHATEAUROUX-DEOLS;MT;4442;54;28;0;398,6;37,4;3;44
201101;LFMH;ST-ETIENNE-LOIRE;MT;7394;3068;4326;0;0;0;135;0
201101;LFMK;CARCASSONNE-SALVAZA;MT;18508;9678;8830;0;0;0;148;0
201101;LFML;MARSEILLE-PROVENCE;MT;516338;223033;234786;13854;2251,2;2215,3;6395;731
201101;LFMN;"NICE-COTE D'AZUR";MT;585996;285448;284804;1334;802,7;638,3;8736;119
201101;LFMP;PERPIGNAN-RIVESALTES;MT;18891;9789;9102;0;0;0;261;0
201101;LFMT;MONTPELLIER-MEDITERRANEE;MT;90900;43116;41752;121;155;436,2;1052;82
201101;LFMU;BEZIERS-VIAS;MT;5252;2811;2441;0;0;0;58;0
201101;LFOB;BEAUVAIS-TILLE;MT;244743;122366;122377;0;0;0;2028;0
201101;LFOH;LE HAVRE-OCTEVILLE;MT;2514;1174;1340;0;0;0;107;0
201101;LFOK;CHALONS-VATRY;MT;8051;305;288;0;372,1;373,8;26;89
201101;LFOT;TOURS-VAL DE LOIRE;MT;5905;2972;2897;36;0;0;61;0
201101;LFPB;PARIS-LE BOURGET;MT;7596;3548;4048;0;0;0;3269;0
201101;LFPG;PARIS-CHARLES DE GAULLE;MT;6067820;2144111;2138207;6936;100933,9;76922,7;36937;2794
201101;LFPO;PARIS-ORLY;MT;1973628;930599;985513;149;3947,9;1788,8;17903;0
201101;LFQQ;LILLE-LESQUIN;MT;59055;28439;30484;126;0,5;0,1;1235;2
201101;LFRB;BREST-BRETAGNE;MT;67416;34270;30787;1169;54,8;64,2;1098;41
201101;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;6482;3474;3001;0;0,7;0;133;0
201101;LFRG;DEAUVILLE-NORMANDIE;MT;1698;740;744;159;0;5,5;72;4
201101;LFRH;LORIENT-LANN-BIHOUE;MT;12363;6417;5946;0;0;0;342;0
201101;LFRK;CAEN-CARPIQUET;MT;6586;3246;3285;0;2,9;2,6;266;6
201101;LFRN;RENNES-ST-JACQUES;MT;38146;14505;13268;0;497,8;539,5;893;243
201101;LFRO;LANNION;MT;2705;1428;1277;0;0;0;125;0
201101;LFRQ;QUIMPER-PLUGUFFAN;MT;8188;4379;3809;0;0;0;208;0
201101;LFRS;NANTES-ATLANTIQUE;MT;190027;90965;86070;5909;322;386,3;2843;97
201101;LFRZ;ST-NAZAIRE-MONTOIR;MT;13807;545;472;0;744,3;534,7;54;62
201101;LFSB;BALE-MULHOUSE;MT;337964;144858;152501;1791;2575,4;1306;4374;352
201101;LFSD;DIJON-LONGVIC;MT;1957;911;1006;40;0;0;198;0
201101;LFSL;BRIVE-SOUILLAC;MT;3473;1766;1650;57;0;0;150;0
201101;LFST;STRASBOURG-ENTZHEIM;MT;73180;35599;35334;331;104;87,6;1838;42
201101;LFTH;TOULON-HYERES;MT;27277;14013;13264;0;0;0;427;0
201101;LFTW;NIMES-GARONS;MT;9801;5052;4749;0;0;0;92;0
201101;LFVP;ST-PIERRE-POINTE BLANCHE;OM;2680;1216;1297;0;1,9;14,8;164;0
201101;NLWF;FUTUNA;OM;1076;566;480;2;0,5;2,4;91;0
201101;NLWW;WALLIS-HIHIFO;OM;4384;2189;1980;0;4,8;16,6;120;0
201101;NTAA;"TAHITI FAA'A";OM;101977;40884;52184;186;285,8;586,4;1792;1
201101;NTAR;RURUTU;OM;2476;1212;700;459;4,4;6,1;75;0
201101;NTAT;TUBUAI MATAURA;OM;2270;926;827;438;2,6;5,3;70;0
201101;NTAV;RAIVAVAE;OM;1138;593;253;263;1,2;1,7;38;0
201101;NTGC;TIKEHAU;OM;2502;984;765;626;7,5;5,2;95;0
201101;NTGF;FAKARAVA;OM;1907;898;549;400;1,2;4,7;97;0
201101;NTGI;MANIHI;OM;1132;544;461;96;0,9;2,3;72;0
201101;NTGM;MAKEMO;OM;1268;382;483;318;1,1;7,4;65;0
201101;NTMD;NUKU HIVA;OM;4083;1839;1652;469;3,9;8,4;202;0
201101;NTMN;HIVA OA-ATUONA;OM;2214;962;798;409;1,8;2,7;118;0
201101;NTTB;BORA BORA;OM;17620;8364;7609;1410;6,5;17,2;534;0
201101;NTTG;RANGIROA;OM;5786;2089;1934;1596;5,8;10,8;244;0
201101;NTTH;HUAHINE;OM;10166;4080;3023;2940;3,9;8,4;350;0
201101;NTTM;MOOREA;OM;5689;2184;1699;1777;1,1;1,8;307;0
201101;NTTO;HAO;OM;1509;368;623;451;1,5;5,3;80;0
201101;NTTP;MAUPITI;OM;1495;877;557;7;2,6;2,8;66;0
201101;NTTR;RAIATEA;OM;15940;7080;6265;2366;6,6;16,3;476;0
201101;NWWE;ILE DES PINS;OM;8692;4406;4058;0;3,6;19,2;184;0
201101;NWWL;LIFOU;OM;13265;6715;6133;0;8,2;33,5;310;0
201101;NWWM;NOUMEA MAGENTA;OM;34378;16008;17237;0;90,6;22,6;841;0
201101;NWWR;MARE;OM;6233;3104;2842;0;7,3;21,4;150;0
201101;NWWV;OUVEA;OM;5851;2853;2806;0;3,2;16;142;0
201101;NWWW;NOUMEA LA TONTOUTA;OM;59550;27714;26346;0;109,1;439,9;319;2
201101;SOCA;CAYENNE-FELIX EBOUE;OM;35680;15191;17124;325;71,3;232,7;531;31
201101;SOOA;MARIPASOULA;OM;2629;1205;1019;175;0,3;22,8;189;24
201101;TFFF;MARTINIQUE-AIME CESAIRE;OM;157092;66251;73753;7808;173,8;754,3;1772;132
201101;TFFG;ST-MARTIN-GRAND-CASE;OM;15802;8682;6900;63;8,5;7,2;761;0
201101;TFFJ;ST-BARTHELEMY;OM;16619;9268;7186;7;6,1;9,6;3192;58
201101;TFFR;POINTE-A-PITRE-LE RAIZET;OM;195282;82957;94237;6595;323,6;825,7;2237;86
201101;ZZMT; AUTRES APT (MT);MT;5184;2553;2400;163;5;1,8;1236;10
201101;ZZOM; AUTRES APT (OM);OM;13672;6117;4277;2536;27,6;46,6;1050;7
201102;FMCZ;MAYOTTE-MARCEL HENRY;OM;18924;9309;6967;0;121,4;143,4;448;0
201102;FMEE;LA REUNION-ROLAND GARROS;OM;148342;57311;62157;2979;677,6;1911,9;986;48
201102;FMEP;ST-PIERRE-PIERREFONDS;OM;4358;2153;2191;0;0;1,4;130;0
201102;LFAQ;ALBERT-BRAY;MT;4916;104;123;0;222,2;246,7;39;23
201102;LFBA;AGEN-LA GARENNE;MT;2786;1401;1385;0;0;0;133;0
201102;LFBD;BORDEAUX-MERIGNAC;MT;267223;128504;128854;2434;423;320,1;3422;162
201102;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;7313;3755;3558;0;0;0;162;0
201102;LFBH;LA ROCHELLE-ILE DE RE;MT;5146;2543;2530;73;0;0;142;0
201102;LFBI;POITIERS-BIARD;MT;6734;2711;2614;1409;0;0;211;0
