ANMOIS;APT;APT_NOM;APT_ZON;APT_PEQ;APT_PAX_dep;APT_PAX_arr;APT_PAX_tr;APT_FRP_dep;APT_FRP_arr;APT_NMVT_mxt;APT_NMVT_cgo
199501;FMCZ;MAYOTTE-MARCEL HENRY;OM;6179;2712;2969;0;5,5;44,3;107;0
199501;FMEE;LA REUNION-ROLAND GARROS;OM;141229;57021;60767;8943;466;983,9;1030;27
199501;LFBA;AGEN-LA GARENNE;MT;2332;1234;1097;0;0;0;187;0
199501;LFBD;BORDEAUX-MERIGNAC;MT;196806;86355;83644;11100;856,7;714,1;2252;141
199501;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;1650;878;748;24;0;0;162;0
199501;LFBH;LA ROCHELLE-ILE DE RE;MT;2656;1374;1248;0;0;3,4;97;0
199501;LFBI;POITIERS-BIARD;MT;7278;1297;1291;604;226,8;181,7;356;42
199501;LFBL;LIMOGES-BELLEGARDE;MT;11261;4639;4277;477;96,3;90,4;459;43
199501;LFBO;TOULOUSE-BLAGNAC;MT;347721;150308;147073;11719;1234,3;2627,9;3167;398
199501;LFBP;PAU-PYRENEES;MT;45827;21435;20367;1616;113,7;127,2;788;43
199501;LFBT;TARBES-LOURDES-PYRENEES;MT;6735;3476;3209;0;2,6;2,4;103;0
199501;LFBU;ANGOULEME-BRIE-CHAMPNIERS;MT;1016;519;496;1;0;0;116;0
199501;LFBV;BRIVE-LA-ROCHE;MT;2739;1440;1299;0;0;0;91;0
199501;LFBX;PERIGUEUX-BASSILLAC;MT;3336;1509;1410;417;0;0;245;0
199501;LFBZ;BIARRITZ-PAYS-BASQUE;MT;36371;19097;16387;94;35,1;44,2;452;0
199501;LFCI;ALBI-LE SEQUESTRE;MT;1021;577;433;11;0;0;89;0
199501;LFCK;CASTRES-MAZAMET;MT;2777;1185;1252;340;0;0;235;0
199501;LFCR;RODEZ-AVEYRON;MT;5617;2840;2523;247;0,7;0;301;0
199501;LFGJ;DOLE-TAVAUX;MT;1872;124;123;0;86,8;75,7;15;43
199501;LFJL;METZ-NANCY-LORRAINE;MT;18945;6896;7126;56;246,4;240,3;591;83
