ANMOIS;CIE;CIE_NOM;CIE_NAT;CIE_PAYS;CIE_PAX;CIE_FRP;CIE_PEQ;CIE_PKT;CIE_TKT;CIE_PEQKT;CIE_VOL
201801;AAF;AIGLE AZUR;F;FRANCE;148588;119,4;149782;0,21;0,0002;0,212;1216
201801;AAL;AMERICAN AIRLINES;E;ETATS-UNIS;50646;3071,3;81359;0,343;0,0208;0,551;272
201801;AAR;ASIANA AIRLINES;E;COREE DU SUD;11945;1030,2;22247;0,107;0,0092;0,199;44
201801;ABR;ASL AIRLINES IRELAND;E;IRLANDE;296;1775,4;18050;0;0,0013;0,013;559
201801;ABW;AIRBRIDGE CARGO AIRLINES;E;RUSSIE (FED. DE);0;4773,8;47738;0;0,0126;0,126;47
201801;ACA;AIR CANADA;E;CANADA;42882;1660,9;59491;0,247;0,0096;0,343;152
201801;ACI;AIRCALIN;F;FRANCE (OM);46912;361,8;50530;0,182;0,0018;0,2;373
201801;AEA;AIR EUROPA;E;ESPAGNE;78175;92,6;79101;0,094;0,0001;0,095;530
201801;AEE;AEGEAN AIRLINES;E;GRECE;23722;101;24732;0,049;0,0002;0,051;148
201801;AFL;AEROFLOT;E;RUSSIE (FED. DE);51080;556,7;56647;0,134;0,0015;0,149;463
201801;AFR;AIR FRANCE;F;FRANCE;3472333;42507,3;3897406;11,54;0,3068;14,608;24642
201801;AIC;AIR INDIA;E;INDE;13499;543,3;18932;0,089;0,0036;0,125;62
201801;AMC;AIR MALTA;E;MALTE;10308;31,7;10625;0,018;0,0001;0,019;86
201801;AMX;AEROMEXICO;E;MEXIQUE;13980;605,4;20034;0,129;0,0056;0,185;62
201801;ANA;ANA ALL NIPPON AIRWAYS;E;JAPON;11503;1772,8;29231;0,112;0,0172;0,284;62
201801;ANE;AIR NOSTRUM;E;ESPAGNE;39246;0;39246;0,03;0;0,03;738
201801;ANZ;AIR NEW ZEALAND;E;NLLE ZELANDE;9437;84,2;10279;0,031;0,0003;0,034;56
201801;ASL;AIR SERBIA;E;SERBIE;11144;44;11584;0,016;0,0001;0,017;106
201801;AUA;AUSTRIAN AIRLINES;E;AUTRICHE;31552;93,6;32488;0,03;0,0001;0,031;338
201801;AUI;UKRAINE INTL AIRLINES;E;UKRAINE;14051;71,8;14769;0,029;0,0001;0,03;110
201801;AWC;TITAN AIRWAYS;E;ROYAUME-UNI;14217;13,5;14352;0,014;0;0,014;84
201801;AZA;ALITALIA;E;ITALIE;83247;32,8;83575;0,092;0;0,092;903
201801;BAW;BRITISH AIRWAYS;E;ROYAUME-UNI;167800;328,3;171083;0,121;0,0001;0,122;1596
201801;BCS;EAT/EUROPEAN AIR TRANSP;E;ALLEMAGNE;0;12224;122240;0;0,0104;0,104;645
201801;BEE;FLYBE;E;ROYAUME-UNI;63558;8,5;63643;0,039;0;0,039;969
201801;BEL;BRUSSELS AIRLINES;E;BELGIQUE;75749;16,7;75916;0,049;0;0,049;894
201801;BGA;AIRBUS TRANSPORT INTL;F;FRANCE;0;4777,3;47773;0;0,0042;0,042;262
201801;BMS;BLUE AIR;E;ROUMANIE;15777;0;15777;0,028;0;0,028;124
201801;BTI;AIR BALTIC;E;LETTONIE;12956;86;13816;0,022;0,0001;0,023;136
201801;CCA;AIR CHINA INTL;E;CHINE;33098;3725,5;70353;0,279;0,0312;0,591;156
