ANMOIS;CIE;CIE_NOM;CIE_NAT;CIE_PAYS;CIE_PAX;CIE_FRP;CIE_PEQ;CIE_PKT;CIE_TKT;CIE_PEQKT;CIE_VOL
202301;AAL;AMERICAN AIRLINES;E;ETATS-UNIS;50070;1587,9;65949;0,337;0,0109;0,446;274
202301;AAR;ASIANA AIRLINES;E;COREE DU SUD;11754;650,3;18257;0,105;0,0058;0,163;44
202301;ABR;ASL AIRLINES IRELAND;E;IRLANDE;0;2483,9;24839;0;0,0022;0,022;303
202301;ACA;AIR CANADA;E;CANADA;55849;1198;67829;0,319;0,0069;0,388;174
202301;ACI;AIRCALIN;F;FRANCE (OM);62994;256,5;65559;0,204;0,0012;0,216;530
202301;AEA;AIR EUROPA;E;ESPAGNE;36174;49,9;36673;0,037;0,0001;0,038;206
202301;AEE;AEGEAN AIRLINES;E;GRECE;26042;76,3;26805;0,053;0,0002;0,055;160
202301;AFR;AIR FRANCE;F;FRANCE;3272339;35714,9;3629488;11,31;0,2545;13,855;22677
202301;AIC;AIR INDIA;E;INDE;13974;197,2;15946;0,092;0,0013;0,105;62
202301;AMC;AIR MALTA;E;MALTE;15104;18;15284;0,026;0;0,026;110
202301;AMX;AEROMEXICO;E;MEXIQUE;17037;687,4;23911;0,157;0,0063;0,22;72
202301;ANE;AIR NOSTRUM;E;ESPAGNE;66155;0;66155;0,049;0;0,049;852
202301;ASL;AIR SERBIA;E;SERBIE;14271;17;14441;0,02;0;0,02;128
202301;AUA;AUSTRIAN AIRLINES;E;AUTRICHE;38664;65,7;39321;0,037;0,0001;0,038;383
202301;BAW;BRITISH AIRWAYS;E;ROYAUME-UNI;165593;276,7;168360;0,119;0,0001;0,12;1454
202301;BCS;EAT/EUROPEAN AIR TRANSP;E;ALLEMAGNE;15;9613,2;96147;0;0,0075;0,075;766
202301;BEL;BRUSSELS AIRLINES;E;BELGIQUE;53259;11,6;53375;0,035;0;0,035;524
202301;BGA;AIRBUS TRANSPORT INTL;F;FRANCE;0;3907,2;39072;0;0,0037;0,037;200
202301;BTI;AIR BALTIC;E;LETTONIE;12724;113,1;13855;0,022;0,0002;0,024;126
202301;CCM;AIR CORSICA;F;FRANCE;129979;134,2;131321;0,072;0,0001;0,073;1550
202301;CMA;CMA CGM AIR CARGO;F;FRANCE;0;2682,7;26827;0;0,0235;0,235;54
202301;CPA;CATHAY PACIFIC;E;HONG KONG (CHINE);11503;3054,2;42045;0,11;0,0258;0,368;62
202301;CRL;CORSAIR;F;FRANCE;122173;1968,7;141860;0,869;0,013;0,999;482
202301;DAH;AIR ALGERIE;E;ALGERIE;212879;861;221489;0,262;0,0011;0,273;1883
202301;DAL;DELTA AIR LINES;E;ETATS-UNIS;143863;1520,7;159070;0,974;0,0098;1,072;668
202301;DHK;DHL AIR;E;ROYAUME-UNI;0;1036,7;10367;0;0,0006;0,006;38
202301;DLH;LUFTHANSA;E;ALLEMAGNE;177778;949,7;187275;0,114;0,0005;0,119;1929
202301;EIN;AER LINGUS;E;IRLANDE;45963;46,8;46431;0,041;0;0,041;332
202301;EJU;EASYJET EUROPE;E;AUTRICHE;719175;0;719175;0,663;0;0,663;4824
202301;ELY;EL AL;E;ISRAEL;26793;763,1;34424;0,088;0,0025;0,113;144
202301;ENT;ENTER AIR;E;POLOGNE;12103;0;12103;0,015;0;0,015;86
202301;ETD;ETIHAD AIRWAYS;E;EMIRATS ARABES UNIS;18927;877,9;27706;0,1;0,0046;0,146;64
202301;ETH;ETHIOPIAN AIRLINES;E;ETHIOPIE;20082;646,1;26543;0,111;0,0036;0,147;88
202301;EVA;EVA AIR;E;TAIWAN;19783;576,8;25551;0,194;0,0057;0,251;62
202301;EWG;EUROWINGS;E;ALLEMAGNE;14433;0;14433;0,012;0;0,012;138
202301;EXS;JET2.COM;E;ROYAUME-UNI;26658;15;26808;0,024;0;0,024;182
202301;EZS;EASYJET SWITZERLAND;E;SUISSE;215202;0;215202;0,22;0;0,22;1406
202301;EZY;EASYJET UK;E;ROYAUME-UNI;199120;0;199120;0,137;0;0,137;1451
202301;FBU;FRENCH BEE;F;FRANCE;60061;768,7;67748;0,533;0,007;0,603;210
202301;FDX;FEDEX EXPRESS;E;ETATS-UNIS;0;43339,8;433398;0;0,1459;1,459;2154
202301;FIN;FINNAIR;E;FINLANDE;25144;62,8;25772;0,048;0,0001;0,049;258
202301;FPO;ASL AIRLINES FRANCE;F;FRANCE;15236;1357,5;28811;0,023;0,0008;0,031;353
202301;FWI;AIR CARAIBES;F;FRANCE (OM);154216;939,2;163608;0,906;0,0063;0,969;940
202301;GEL;AIRLINE GEO SKY LLC;E;GEORGIE;0;1079,5;10795;0;0,0036;0,036;24
202301;GFA;GULF AIR;E;BAHREIN;9604;55,8;10162;0,046;0,0003;0,049;62
202301;GUY;CAIRE - AIR GUYANE EXPRESS;F;FRANCE (OM);21180;41,4;21594;0,005;0;0,005;1455
202301;HVN;VIETNAM AIRLINES;E;VIETNAM;21971;889,4;30865;0,208;0,0084;0,292;88
202301;IBE;IBERIA;E;ESPAGNE;81872;14,3;82015;0,083;0;0,083;459
202301;IBS;IBERIA EXPRESS;E;ESPAGNE;33750;21,2;33962;0,033;0;0,033;232
202301;ICE;ICELANDAIR;E;ISLANDE;10532;138,6;11918;0,024;0,0003;0,027;62
202301;ITY;ITALIA TRASPORTO AEREO;E;ITALIE;56157;18,9;56346;0,06;0;0,06;607
202301;JAF;TUIFLY BELGIUM;E;BELGIQUE;21158;0;21158;0,043;0;0,043;174
202301;JAL;JAPAN AIRLINES;E;JAPON;9306;851,4;17820;0,09;0,0083;0,173;62
202301;KAC;KUWAIT AIRWAYS;E;KOWEIT;11099;236,2;13461;0,049;0,001;0,059;62
202301;KAL;KOREAN AIR;E;COREE DU SUD;15322;1324,1;28563;0,137;0,0106;0,243;79
202301;KLC;KLM/CITYHOPPER;E;PAYS-BAS;52841;0;52841;0,045;0;0,045;616
202301;KLM;KLM;E;PAYS-BAS;48300;130,8;49608;0,026;0,0001;0,027;432
202301;KQA;KENYA AIRWAYS;E;KENYA;14259;362,3;17882;0,085;0,0024;0,109;94
202301;LAN;LAN AIRLINES;E;CHILI;13911;573,3;19644;0,142;0,0059;0,201;61
202301;LBT;NOUVELAIR;E;TUNISIE;46822;34,9;47171;0,063;0,0001;0,064;320
202301;LGL;LUXAIR;E;LUXEMBOURG;11015;0;11015;0,005;0;0,005;232
202301;LOT;LOT POLISH AIRLINES;E;POLOGNE;19271;68,1;19952;0,026;0,0001;0,027;205
202301;MAC;AIR ARABIA MAROC;E;MAROC;39767;11,7;39884;0,061;0;0,061;366
202301;MAU;AIR MAURITIUS;E;MAURICE;55655;687,9;62534;0,193;0,0049;0,242;304
202301;MEA;MIDDLE EAST AIRLINES;E;LIBAN;17962;110,8;19070;0,057;0,0004;0,061;134
202301;MSR;EGYPT AIR;E;EGYPTE;16582;460,5;21187;0,053;0,0015;0,068;80
202301;NSZ;NORWEGIAN AIR SWEDEN AOC;E;SUEDE;10892;0;10892;0,016;0;0,016;71
202301;OMA;OMAN AIR;E;OMAN;11155;384,7;15002;0,062;0,0021;0,083;46
202301;PGT;PEGASUS;E;TURQUIE;66115;25,6;66371;0,138;0,0001;0,139;382
202301;QTR;QATAR AIRWAYS;E;QATAR;50373;4802,1;98394;0,251;0,0228;0,479;292
202301;RAM;ROYAL AIR MAROC;E;MAROC;114079;178,6;115865;0,209;0,0003;0,212;1037
202301;REU;AIR AUSTRAL;F;FRANCE (OM);118810;1343,4;132244;0,494;0,0111;0,605;735
202301;RJA;ROYAL JORDANIAN;E;JORDANIE;10799;67,5;11474;0,036;0,0002;0,038;84
202301;ROT;TAROM;E;ROUMANIE;10943;14,3;11086;0,02;0;0,02;108
202301;ROU;AIR CANADA ROUGE;E;CANADA;12340;3,7;12377;0,044;0;0,044;84
202301;RYR;RYANAIR;E;IRLANDE;909790;10,5;909895;1,09;0;1,09;5846
202301;SAS;SAS;E;SUEDE;30615;64,2;31257;0,041;0,0001;0,042;268
202301;SIA;SINGAPORE AIRLINES;E;SINGAPOUR;22358;1223,6;34594;0,24;0,0131;0,371;98
202301;SRR;STAR AIR DANEMARK;E;DANEMARK;0;5389,9;53899;0;0,003;0,03;220
