ANMOIS;CIE;CIE_NOM;CIE_NAT;CIE_PAYS;CIE_PAX;CIE_FRP;CIE_PEQ;CIE_PKT;CIE_TKT;CIE_PEQKT;CIE_VOL
201101;AAF;AIGLE AZUR;F;FRANCE;102594;111,1;103705;0,145;0,0002;0,147;1166
201101;AAL;AMERICAN AIRLINES;E;ETATS-UNIS;38918;1119,2;50110;0,266;0,0077;0,343;291
201101;ABR;ASL AIRLINES IRELAND;E;IRLANDE;0;1588,1;15881;0;0,0011;0,011;381
201101;ABW;AIRBRIDGE CARGO AIRLINES;E;RUSSIE (FED. DE);0;3211,4;32114;0;0,0076;0,076;17
201101;ACA;AIR CANADA;E;CANADA;28762;1748,7;46249;0,158;0,01;0,258;148
201101;ACI;AIRCALIN;F;FRANCE (OM);39926;380,3;43729;0,164;0,0018;0,182;316
201101;AEA;AIR EUROPA;E;ESPAGNE;71349;136,2;72711;0,087;0,0001;0,088;668
201101;AFL;AEROFLOT;E;RUSSIE (FED. DE);29734;379,8;33532;0,073;0,0009;0,082;325
201101;AFR;AIR FRANCE;F;FRANCE;3211993;55164,4;3763637;10,136;0,3943;14,079;27250
201101;AIC;AIR INDIA;E;INDE;7173;295,9;10132;0,047;0,0019;0,066;34
201101;ALK;SRILANKAN AIRLINES;E;SRI LANKA;7308;406,6;11374;0,062;0,0035;0,097;26
201101;AMX;AEROMEXICO;E;MEXIQUE;7540;256,4;10104;0,069;0,0024;0,093;62
201101;ANA;ANA ALL NIPPON AIRWAYS;E;JAPON;11990;1575,4;27744;0,117;0,0153;0,27;62
201101;ANE;AIR NOSTRUM;E;ESPAGNE;39942;0,5;39947;0,03;0;0,03;1318
201101;AUA;AUSTRIAN AIRLINES;E;AUTRICHE;30993;81,2;31805;0,03;0,0001;0,031;472
201101;AWE_EX;US AIRWAYS;E;ETATS-UNIS;17893;1466,1;32554;0,112;0,0091;0,203;100
201101;AZA;ALITALIA;E;ITALIE;54872;117,7;56049;0,05;0,0001;0,051;599
201101;BAW;BRITISH AIRWAYS;E;ROYAUME-UNI;133192;831,6;141508;0,092;0,0003;0,095;1715
201101;BCS1;EUROPEAN AIR TRANSPORT (1);E;BELGIQUE;0;6865,3;68653;0;0,0058;0,058;485
201101;BCY;CITYJET IRL;E;IRLANDE;94921;79,2;95713;0,066;0;0,066;1788
201101;BEE;FLYBE;E;ROYAUME-UNI;49266;0;49266;0,03;0;0,03;913
201101;BEL;BRUSSELS AIRLINES;E;BELGIQUE;38785;24,2;39027;0,027;0;0,027;842
201101;BER;AIR BERLIN;E;ALLEMAGNE;23371;0,2;23373;0,026;0;0,026;289
201101;BGA;AIRBUS TRANSPORT INTL;F;FRANCE;0;3981;39810;0;0,0039;0,039;203
201101;BIE;AIR MEDITERRANEE;F;FRANCE;54683;0,2;54685;0,142;0;0,142;397
201101;BZH;BRIT AIR;F;FRANCE;154972;3;155002;0,095;0;0,095;3767
201101;CAO;AIR CHINA CARGO;E;CHINE;0;1406,2;14062;0;0,0081;0,081;18
201101;CCA;AIR CHINA INTL;E;CHINE;11580;1373,8;25318;0,095;0,0113;0,208;62
201101;CCM;AIR CORSICA;F;FRANCE;100944;190,5;102849;0,054;0,0001;0,055;1629
201101;CES;CHINA EASTERN AIRLINES;E;CHINE;13863;695,4;20817;0,129;0,0065;0,194;66
201101;COA;CONTINENTAL AIRLINES;E;ETATS-UNIS;25643;1544,3;41086;0,171;0,011;0,281;168
